GO:1902494	GO:0000015	is_a	cellular_component
GO:0005829	GO:0000015	part_of	cellular_component
GO:0140513	GO:0000109	is_a	cellular_component
GO:0000109	GO:0000110	is_a	cellular_component
GO:0000109	GO:0000111	is_a	cellular_component
GO:0000109	GO:0000112	is_a	cellular_component
GO:0000109	GO:0000113	is_a	cellular_component
GO:0140513	GO:0000118	is_a	cellular_component
GO:1902494	GO:0000118	is_a	cellular_component
GO:0005654	GO:0000118	part_of	cellular_component
GO:0005667	GO:0000120	is_a	cellular_component
GO:0140513	GO:0000120	is_a	cellular_component
GO:0005730	GO:0000120	part_of	cellular_component
GO:0031248	GO:0000123	is_a	cellular_component
GO:0000785	GO:0000123	part_of	cellular_component
GO:0070461	GO:0000124	is_a	cellular_component
GO:1905368	GO:0000124	is_a	cellular_component
GO:0090576	GO:0000126	is_a	cellular_component
GO:0090576	GO:0000127	is_a	cellular_component
GO:0140535	GO:0000131	is_a	cellular_component
GO:0032991	GO:0000133	is_a	cellular_component
GO:0005938	GO:0000133	part_of	cellular_component
GO:0030427	GO:0000133	part_of	cellular_component
GO:0031501	GO:0000136	is_a	cellular_component
GO:0098796	GO:0000136	is_a	cellular_component
GO:0000137	GO:0000136	part_of	cellular_component
GO:0000139	GO:0000136	part_of	cellular_component
GO:0031985	GO:0000137	is_a	cellular_component
GO:0031985	GO:0000138	is_a	cellular_component
GO:0098588	GO:0000139	is_a	cellular_component
GO:0005794	GO:0000139	part_of	cellular_component
GO:0110085	GO:0000142	is_a	cellular_component
GO:0005935	GO:0000142	part_of	cellular_component
GO:0000399	GO:0000144	is_a	cellular_component
GO:0005940	GO:0000144	is_a	cellular_component
GO:0032161	GO:0000144	is_a	cellular_component
GO:0099023	GO:0000145	is_a	cellular_component
GO:0005938	GO:0000145	part_of	cellular_component
GO:0098797	GO:0000148	is_a	cellular_component
GO:1990234	GO:0000148	is_a	cellular_component
GO:0140535	GO:0000151	is_a	cellular_component
GO:1990234	GO:0000151	is_a	cellular_component
GO:0000151	GO:0000152	is_a	cellular_component
GO:0140513	GO:0000152	is_a	cellular_component
GO:0000151	GO:0000153	is_a	cellular_component
GO:0005737	GO:0000153	part_of	cellular_component
GO:0008287	GO:0000159	is_a	cellular_component
GO:0008287	GO:0000164	is_a	cellular_component
GO:0005737	GO:0000164	part_of	cellular_component
GO:0005732	GO:0000172	is_a	cellular_component
GO:1902555	GO:0000172	is_a	cellular_component
GO:0000178	GO:0000176	is_a	cellular_component
GO:0140513	GO:0000176	is_a	cellular_component
GO:0031981	GO:0000176	part_of	cellular_component
GO:0000178	GO:0000177	is_a	cellular_component
GO:0005737	GO:0000177	part_of	cellular_component
GO:1905354	GO:0000178	is_a	cellular_component
GO:0005622	GO:0000178	part_of	cellular_component
GO:0140513	GO:0000214	is_a	cellular_component
GO:1902555	GO:0000214	is_a	cellular_component
GO:0033179	GO:0000220	is_a	cellular_component
GO:0016471	GO:0000220	part_of	cellular_component
GO:0033180	GO:0000221	is_a	cellular_component
GO:0016471	GO:0000221	part_of	cellular_component
GO:0033179	GO:0000222	is_a	cellular_component
GO:0098797	GO:0000222	is_a	cellular_component
GO:0033181	GO:0000222	part_of	cellular_component
GO:0033180	GO:0000223	is_a	cellular_component
GO:0098797	GO:0000223	is_a	cellular_component
GO:0033181	GO:0000223	part_of	cellular_component
GO:0005694	GO:0000228	is_a	cellular_component
GO:0031981	GO:0000228	part_of	cellular_component
GO:0005876	GO:0000235	is_a	cellular_component
GO:0005881	GO:0000235	is_a	cellular_component
GO:0005818	GO:0000235	part_of	cellular_component
GO:0110165	GO:0000242	is_a	cellular_component
GO:0005813	GO:0000242	part_of	cellular_component
GO:0005684	GO:0000243	is_a	cellular_component
GO:0005694	GO:0000262	is_a	cellular_component
GO:0042645	GO:0000262	part_of	cellular_component
GO:0045265	GO:0000274	is_a	cellular_component
GO:0098800	GO:0000274	is_a	cellular_component
GO:0000276	GO:0000274	part_of	cellular_component
GO:0045261	GO:0000275	is_a	cellular_component
GO:0098800	GO:0000275	is_a	cellular_component
GO:0005753	GO:0000275	part_of	cellular_component
GO:0045263	GO:0000276	is_a	cellular_component
GO:0098800	GO:0000276	is_a	cellular_component
GO:0005753	GO:0000276	part_of	cellular_component
GO:1902554	GO:0000307	is_a	cellular_component
GO:0000307	GO:0000308	is_a	cellular_component
GO:0005737	GO:0000308	part_of	cellular_component
GO:0000315	GO:0000311	is_a	cellular_component
GO:0009547	GO:0000311	part_of	cellular_component
GO:0000314	GO:0000312	is_a	cellular_component
GO:0009547	GO:0000312	part_of	cellular_component
GO:0005840	GO:0000313	is_a	cellular_component
GO:0043226	GO:0000313	part_of	cellular_component
GO:0015935	GO:0000314	is_a	cellular_component
GO:0000313	GO:0000314	part_of	cellular_component
GO:0015934	GO:0000315	is_a	cellular_component
GO:0000313	GO:0000315	part_of	cellular_component
GO:0005773	GO:0000322	is_a	cellular_component
GO:0005773	GO:0000323	is_a	cellular_component
GO:0000322	GO:0000324	is_a	cellular_component
GO:0000323	GO:0000324	is_a	cellular_component
GO:0005773	GO:0000325	is_a	cellular_component
GO:0000322	GO:0000326	is_a	cellular_component
GO:0000325	GO:0000326	is_a	cellular_component
GO:0000323	GO:0000327	is_a	cellular_component
GO:0000326	GO:0000327	part_of	cellular_component
GO:0005775	GO:0000328	is_a	cellular_component
GO:0000324	GO:0000328	part_of	cellular_component
GO:0098852	GO:0000329	is_a	cellular_component
GO:0000324	GO:0000329	part_of	cellular_component
GO:0005775	GO:0000330	is_a	cellular_component
GO:0000325	GO:0000330	part_of	cellular_component
GO:0005773	GO:0000331	is_a	cellular_component
GO:0031410	GO:0000331	is_a	cellular_component
GO:0062159	GO:0000331	part_of	cellular_component
GO:0005697	GO:0000333	is_a	cellular_component
GO:0061695	GO:0000333	is_a	cellular_component
GO:0000427	GO:0000343	is_a	cellular_component
GO:0000427	GO:0000344	is_a	cellular_component
GO:0000428	GO:0000345	is_a	cellular_component
GO:0005829	GO:0000345	part_of	cellular_component
GO:0140513	GO:0000346	is_a	cellular_component
GO:0140513	GO:0000347	is_a	cellular_component
